,0,1
98,"<div class=""js-show-description-text""><p></p><p>Obelisk attracts a surprisingly young, casual crowd for a spot that has been serving a fixed five-course menu five nights a week since 1987. It's likely due to the restaurant’s warm, neighborhood feel. The light and seasonal Italian cooking begins with a bang, as an assortment of fantastic antipasti is <span>...</span></p></div>",
99,"<div class=""js-show-description-text""><p>There is serious heart to be had at the centre of the city, thanks to Chef Pepe Moncayo's elegant spot, where novel ingredients are brilliantly weaved into the ""concept"" menu. What emerges is a sumptuous mashup of dishes with Spanish and Japanese influence. The space is cavernous, modern, yet inviting—with <span>...</span></p></div>",
100,"<div class=""js-show-description-text""><p>Pandemic delays are in the rear view window for Chef Nicholas Stefanelli's latest venture. Fronted by plate glass windows that reveal its glitzy interior, this corner space is done up with a modern Aegean look that includes polished concrete floors donning rugs for a bit of warmth, seats dressed with <span>...</span></p></div>",
101,"<div class=""js-show-description-text""><p>This buzzy operation is located in DC's brand new Midtown Center; once home to <i>The Washington Post</i>. Comprised of a bar, tables and a dining counter, the space is large yet inviting. The perfectly calibrated lighting shows off the room's pretty faces. Gorgeous appointments, including a volcanic stone installation cascading from <span>...</span></p></div>",
102,"<div class=""js-show-description-text""><p></p><p>Chef José Andrés' ocean-blue ode to the cuisine of Greece, Lebanon, and Turkey means an ample, wide-ranging carte. The space too, sleek and modern, speaks to the ease and elegance of the Mediterranean. It's an ideal spot for suits sealing deals, as well as solo diners or friends catching up. Mezze is the menu's focus <span>...</span></p></div>",
103,"<div class=""js-show-description-text""><p>In a city revered for its high-end dining and enticing global cooking, this relative newcomer is a beacon of Levantine cooking. Guests here are accommodated in a vast, light-flooded space made ultra-comfy with plush carpets, velvet-upholstered chairs and stunning light fixtures. An inviting bar merely enhances the mood.<br/>These dishes are refined <span>...</span></p></div>",
104,"<div class=""js-show-description-text""><p>Chef Danny Lledó is the visionary behind this focused Valencian culinary machine. This is confident cooking that results in inventions like tonyina tartare with citrus ""caviar"" and a creamy coconut milk-mustard-sauce. ""Bossa de Captaire"" with suckling pig and foie gras in apple confit and brown butter may then be trailed <span>...</span></p></div>",
105,"<div class=""js-show-description-text""><p></p><p>Pull up a chair at this intimate restaurant where portraits line the walls and everyone feels like family. Joselito’s offers a spectrum of appealing Spanish favorites that are doled out with extra love. In fact, this kitchen even encourages you to order based on your appetite: go for the <span>...</span></p></div>",
106,"<div class=""js-show-description-text""><p>From its historic marble lobby and enchanting design details (think velvet chairs and regal gold hues) to a versatile and well-executed menu, everything about this hotel restaurant is quite unforgettable. A lover of all things local and luxurious, Chef Patrick Curran delivers a hit with the elegant Cafe Riggs.<br/>Start with <span>...</span></p></div>",
107,"<div class=""js-show-description-text""><p>The team behind Rose’s Luxury and Pineapple and Pearls is also behind this ""little pearl."" Its youthful vibe and carriage house mien make for a nice contrast. There is an enjoyable dichotomy in the dining room by way of historic elements from the original structure mixed in with updated design details. <span>...</span></p></div>",
108,"<div class=""js-show-description-text""><p>This revered dining fixture draws a diverse crowd—from locals and politicos to celebrities and tourists. Everyone is here for the classic Southern cooking that is likely to conjure up many a nostalgic memory. Light walls, bronze accents and tropical greenery give the place a bright and fresh feel, but clearly it's <span>...</span></p></div>",
109,"<div class=""js-show-description-text""><p></p><p>Located on the edge of the National Mall within earshot of the Library of Congress, this handsome restaurant has been a hot spot for the after-work crowd ever since it opened. An expansive book of wines—many of them from California—and a wide selection of charcuterie as well as cheese lure those <span>...</span></p></div>",
110,"<div class=""js-show-description-text""><p>Chef José Andrés has opened locations of this tapas hangout from Las Vegas to Chicago to Dubai, but it all started here inside the Beltway. Unafraid of color and pattern, the expansive interior is a riot of glass, tile, hardwood and art, and the vibe is never dull or low <span>...</span></p></div>",
111,"<div class=""js-show-description-text""><p></p><p>Bring a group of friends and keep the pisco coming at this José Andrés marvel, where the vibrant décor and bold, flavorful cuisine are anything but humdrum. The dining room is a sight for sore eyes, featuring sky-high ceilings decked out with red glass lamps and neon lights.</p><p>Specialty <span>...</span></p></div>",
112,"<div class=""js-show-description-text""><p></p><p>A single door manned by a suited host marks the entrance to this culinary haven that extends well beyond its diminutive name. The lounge is ideal for a bit of bubbly, after which guests may settle in to a perch at the counter, set around the chefs' stainless steel workspace that literally makes their world a stage.<br/>The team <span>...</span></p></div>",
113,"<div class=""js-show-description-text""><p></p><p>With easy access to the Metro, this is a good-looking, loud and lively spot that lures all types of diners. Everyone is here for their kitsch-free Indian cuisine and laid-back ambience—both of which are as perfectly suited for a casual night out with friends as they are for a <span>...</span></p></div>",
114,"<div class=""js-show-description-text""><p></p><p>Patience is a virtue at this fun, festive and ultra-popular Mexican destination. Can they help it if they’re packed most nights? José Andrés and his team know their food and the loyal crowds here bear testament. Snag a seat at the entertaining ceviche bar and guzzle thirst-quenching drinks while <span>...</span></p></div>",
115,"<div class=""js-show-description-text""><p>Look beyond these glass doors to find a back-lit map of Africa. If that doesn't hint at this kitchen's forte, its emblazoned name will set the record straight. Make your way down a few stairs to arrive at a freshly minted space, fitted out with stripped banquettes, curved booths, and <span>...</span></p></div>",
